t`s	v(l3bl3)`V`float	v(l3bl5)`V`float	v(l3bl2)`V`float	v(l3bl6)`V`float	v(l3bl1)`V`float	v(l3bl7)`V`float	v(l3bl0)`V`float	v(l3bl8)`V`float	v(l3bl4)`V`float	v(l3bl9)`V`float
5.2864e-08	NULL	0.651068	0.638779	NULL	0.653706	NULL	NULL	NULL	NULL	0.643842
5.2992e-08	NULL	NULL	NULL	0.634956	NULL	0.643716	0.640233	0.651278	0.632499	NULL
5.3056e-08	0.719205	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.3184e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.640073	NULL	NULL	NULL
5.3216e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.651425	NULL	NULL
5.3248e-08	NULL	0.650144	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.3312e-08	NULL	NULL	NULL	0.634398	NULL	NULL	NULL	NULL	NULL	NULL
5.3344e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.632695	NULL
5.3376e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.639572	NULL	NULL	NULL
5.3408e-08	NULL	NULL	0.638294	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.3536e-08	NULL	NULL	NULL	NULL	0.652351	NULL	NULL	NULL	NULL	NULL
5.3568e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.651187	NULL	NULL
5.3632e-08	NULL	NULL	NULL	0.634201	NULL	NULL	0.638555	NULL	NULL	NULL
5.3696e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.632868	NULL
5.3728e-08	0.720584	NULL	NULL	NULL	0.651884	NULL	NULL	NULL	NULL	NULL
5.3792e-08	NULL	0.648962	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.3824e-08	NULL	NULL	NULL	NULL	NULL	0.641666	0.637828	NULL	NULL	NULL
5.3984e-08	NULL	NULL	0.637235	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.4112e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.632162	NULL
5.4144e-08	NULL	NULL	NULL	NULL	0.650507	NULL	NULL	0.650018	NULL	NULL
5.4176e-08	NULL	NULL	0.636921	NULL	NULL	0.640781	NULL	NULL	NULL	NULL
5.424e-08	0.72079	NULL	NULL	0.632697	NULL	NULL	0.636502	NULL	NULL	NULL
5.4304e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.641538
5.4336e-08	NULL	NULL	NULL	NULL	NULL	0.640243	NULL	NULL	NULL	NULL
5.4368e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.631608	NULL
5.4432e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.649069	NULL	NULL
5.4464e-08	NULL	NULL	NULL	NULL	0.649068	NULL	NULL	NULL	NULL	NULL
5.4528e-08	NULL	0.647076	NULL	0.631735	NULL	NULL	NULL	NULL	NULL	NULL
5.456e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.640591
5.4592e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.648683	NULL	NULL
5.4624e-08	NULL	NULL	0.635853	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.4656e-08	NULL	NULL	NULL	0.631499	0.648496	0.639625	0.634975	NULL	0.631437	NULL
5.472e-08	NULL	0.646947	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.4784e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.640304
5.4944e-08	NULL	NULL	NULL	NULL	0.6477	NULL	NULL	NULL	NULL	NULL
5.4976e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.63998
5.504e-08	NULL	NULL	NULL	NULL	NULL	0.639208	0.634179	NULL	NULL	NULL
5.5136e-08	0.720043	NULL	NULL	NULL	NULL	NULL	NULL	0.647991	NULL	NULL
5.5168e-08	NULL	0.647028	NULL	0.630932	NULL	NULL	NULL	NULL	NULL	NULL
5.5296e-08	NULL	NULL	NULL	NULL	0.646129	NULL	0.633327	NULL	NULL	NULL
5.5328e-08	0.719812	NULL	NULL	NULL	NULL	NULL	NULL	0.64761	NULL	NULL
5.5344e-08	NULL	0.646819	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.536e-08	NULL	NULL	NULL	0.630439	NULL	0.638085	NULL	NULL	NULL	NULL
5.5392e-08	NULL	NULL	0.63545	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.5424e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.639005
5.5456e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.632058	NULL
5.5552e-08	NULL	NULL	NULL	NULL	NULL	0.637752	NULL	NULL	NULL	NULL
5.5616e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.638923
5.5712e-08	NULL	NULL	0.635684	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.5744e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.632448	NULL
5.5808e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.647604	NULL	NULL
5.5872e-08	NULL	NULL	NULL	NULL	0.644686	NULL	NULL	NULL	NULL	NULL
5.5936e-08	0.720169	NULL	NULL	NULL	NULL	0.637429	0.632602	NULL	NULL	NULL
5.6e-08	NULL	0.646916	NULL	NULL	NULL	NULL	NULL	NULL	0.632286	NULL
5.6064e-08	NULL	NULL	NULL	NULL	0.643727	NULL	NULL	NULL	NULL	NULL
5.6128e-08	NULL	NULL	NULL	NULL	NULL	0.637384	0.632317	NULL	NULL	NULL
5.616e-08	NULL	NULL	0.635649	0.628395	NULL	NULL	NULL	NULL	NULL	0.638999
5.6192e-08	NULL	NULL	NULL	NULL	0.643198	NULL	NULL	NULL	NULL	NULL
5.6256e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.647962	0.632035	0.639179
5.632e-08	NULL	NULL	NULL	0.628433	NULL	NULL	NULL	NULL	NULL	NULL
5.6384e-08	0.720315	NULL	NULL	NULL	NULL	NULL	NULL	0.648059	NULL	NULL
5.6512e-08	NULL	0.646226	NULL	NULL	NULL	NULL	NULL	NULL	0.632045	NULL
5.6544e-08	NULL	NULL	NULL	NULL	NULL	0.637592	NULL	0.64778	NULL	0.639894
5.6576e-08	NULL	NULL	NULL	NULL	0.642036	NULL	NULL	NULL	NULL	NULL
5.6608e-08	NULL	NULL	0.636204	0.628554	NULL	NULL	0.631808	NULL	NULL	NULL
5.664e-08	0.720442	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.6672e-08	NULL	0.645851	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.6704e-08	NULL	NULL	NULL	NULL	NULL	0.637469	NULL	NULL	NULL	NULL
5.6736e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.632007	NULL
5.6864e-08	NULL	NULL	NULL	0.628646	NULL	NULL	NULL	NULL	NULL	NULL
5.6896e-08	NULL	0.645732	NULL	NULL	0.64089	NULL	NULL	NULL	NULL	NULL
5.696e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.631035	NULL	NULL	NULL
5.6992e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.646725	0.632331	0.640589
5.7024e-08	NULL	NULL	NULL	NULL	NULL	0.637684	NULL	NULL	NULL	NULL
5.7088e-08	0.720299	NULL	NULL	NULL	0.640323	NULL	NULL	NULL	NULL	NULL
5.712e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.632441	NULL
5.7152e-08	NULL	NULL	NULL	0.628756	NULL	NULL	NULL	NULL	NULL	0.640903
5.7184e-08	NULL	0.645678	NULL	NULL	NULL	0.637728	NULL	NULL	NULL	NULL
5.7248e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.646068	NULL	NULL
5.728e-08	NULL	NULL	0.635352	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.7344e-08	0.720212	0.645389	NULL	NULL	NULL	NULL	0.630548	NULL	NULL	0.640909
5.7472e-08	NULL	NULL	0.635102	NULL	0.638534	0.637443	NULL	NULL	NULL	NULL
5.7536e-08	NULL	NULL	NULL	0.628083	NULL	NULL	NULL	NULL	NULL	NULL
5.7616e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.64486	NULL	NULL
5.7632e-08	NULL	0.644143	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.640372
5.7728e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.631808	NULL
5.776e-08	NULL	NULL	NULL	NULL	0.637386	NULL	NULL	NULL	NULL	NULL
5.7792e-08	NULL	NULL	0.634981	0.627514	NULL	NULL	NULL	NULL	NULL	NULL
5.7824e-08	NULL	0.643323	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.639984
5.7856e-08	NULL	NULL	NULL	NULL	NULL	0.637002	NULL	NULL	NULL	NULL
5.7888e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.63175	NULL
5.792e-08	NULL	NULL	0.635146	0.627569	NULL	NULL	0.629924	NULL	NULL	NULL
5.7984e-08	0.719387	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.8048e-08	NULL	NULL	NULL	NULL	0.636422	NULL	NULL	NULL	NULL	NULL
5.808e-08	NULL	NULL	0.635661	0.627886	NULL	NULL	NULL	NULL	NULL	NULL
5.8112e-08	NULL	0.642512	NULL	NULL	NULL	NULL	NULL	NULL	0.632107	NULL
5.8144e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.642686	NULL	0.639908
5.8176e-08	0.719561	NULL	NULL	NULL	NULL	0.637011	NULL	NULL	NULL	NULL
5.824e-08	NULL	NULL	0.636293	NULL	NULL	NULL	0.630024	NULL	NULL	NULL
5.8336e-08	NULL	0.642278	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.640131
5.8368e-08	NULL	NULL	0.636755	NULL	NULL	NULL	NULL	NULL	0.632582	NULL
5.8432e-08	0.719761	NULL	NULL	NULL	NULL	NULL	0.630231	0.642126	NULL	NULL
5.8496e-08	NULL	NULL	NULL	0.629226	NULL	NULL	NULL	NULL	NULL	NULL
5.856e-08	NULL	NULL	0.636939	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.8624e-08	NULL	NULL	NULL	NULL	0.635518	NULL	NULL	NULL	NULL	NULL
5.872e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.640797
5.8752e-08	NULL	NULL	NULL	0.629566	NULL	0.637603	NULL	0.641658	NULL	NULL
5.8816e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.630331	NULL	NULL	NULL
5.8848e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.632847	NULL
5.8912e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.640787
5.9008e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.630803	NULL	NULL	NULL
5.904e-08	NULL	NULL	NULL	0.629392	NULL	NULL	NULL	NULL	NULL	NULL
5.9072e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.641631	NULL	NULL
5.9136e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.632776	0.640461
5.9168e-08	NULL	NULL	NULL	NULL	NULL	0.637566	NULL	NULL	NULL	NULL
5.92e-08	NULL	NULL	NULL	NULL	0.635286	NULL	0.631284	NULL	NULL	NULL
5.9264e-08	NULL	0.64199	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.9296e-08	NULL	NULL	NULL	NULL	NULL	0.637664	NULL	NULL	NULL	NULL
5.9392e-08	NULL	NULL	0.637114	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.9488e-08	NULL	0.641778	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.952e-08	NULL	NULL	0.637129	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.9552e-08	NULL	NULL	NULL	0.629068	NULL	NULL	NULL	NULL	NULL	0.639688
5.9584e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.632433	NULL
5.9648e-08	NULL	NULL	0.637302	NULL	NULL	0.637694	NULL	0.641559	NULL	NULL
5.9776e-08	NULL	0.642022	NULL	0.629136	NULL	NULL	NULL	NULL	0.632555	NULL
5.984e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.639572
5.9904e-08	NULL	NULL	NULL	NULL	0.634244	0.63764	NULL	NULL	NULL	NULL
6e-08	NULL	NULL	NULL	0.628857	NULL	NULL	NULL	NULL	NULL	NULL
6.0032e-08	0.718064	NULL	NULL	NULL	NULL	NULL	0.631912	NULL	NULL	0.639292
6.0096e-08	NULL	NULL	0.637228	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6.0256e-08	0.717742	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.63905
6.0352e-08	NULL	NULL	NULL	0.628129	NULL	NULL	NULL	NULL	NULL	NULL
6.048e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.632601	NULL
6.0544e-08	NULL	NULL	0.637238	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6.0608e-08	0.71725	NULL	NULL	0.627457	0.633584	NULL	NULL	NULL	NULL	0.639009
6.0736e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.63174	0.642634	NULL	NULL
6.0768e-08	NULL	0.641752	NULL	NULL	NULL	NULL	NULL	NULL	0.632809	NULL
6.08e-08	NULL	NULL	0.637148	NULL	NULL	NULL	NULL	NULL	NULL	0.638829
6.0864e-08	NULL	NULL	NULL	NULL	0.632983	0.636004	NULL	NULL	NULL	NULL
6.096e-08	NULL	NULL	NULL	0.626555	NULL	NULL	NULL	0.642345	NULL	NULL
6.0992e-08	NULL	0.641158	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6.1024e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.631204	NULL	NULL	NULL
6.1056e-08	NULL	NULL	NULL	NULL	NULL	0.635485	NULL	NULL	NULL	NULL
6.112e-08	NULL	NULL	NULL	0.626337	NULL	NULL	NULL	NULL	NULL	NULL
6.1152e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.631064	0.642128	0.63284	NULL
6.1184e-08	0.716319	NULL	NULL	NULL	NULL	0.635523	NULL	NULL	NULL	NULL
6.1216e-08	NULL	NULL	0.637017	NULL	NULL	NULL	NULL	NULL	NULL	0.638193
6.1248e-08	NULL	0.6405	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6.128e-08	NULL	NULL	NULL	NULL	0.631707	0.635754	NULL	NULL	NULL	NULL
6.1312e-08	NULL	NULL	NULL	0.626506	NULL	NULL	NULL	NULL	NULL	NULL
6.1376e-08	NULL	NULL	NULL	NULL	NULL	0.635971	NULL	NULL	NULL	NULL
6.1408e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.642354	NULL	NULL
6.144e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.631257	NULL	NULL	NULL
6.1504e-08	NULL	0.639986	NULL	0.626526	NULL	NULL	NULL	NULL	NULL	NULL
6.1568e-08	NULL	NULL	0.63707	NULL	0.63119	0.635984	NULL	NULL	0.633484	NULL
6.176e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.637881
6.1824e-08	NULL	0.639428	NULL	0.626253	NULL	NULL	NULL	0.642566	NULL	NULL
6.1888e-08	NULL	NULL	NULL	NULL	NULL	0.63565	NULL	NULL	0.633448	NULL
6.1952e-08	NULL	NULL	NULL	NULL	0.630584	NULL	NULL	NULL	NULL	NULL
6.208e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.631368	NULL	NULL	NULL
6.2112e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.642445	NULL	NULL
6.2208e-08	NULL	0.638572	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6.2272e-08	NULL	NULL	NULL	NULL	0.629978	NULL	NULL	NULL	NULL	NULL
6.2336e-08	NULL	NULL	0.636827	0.625428	NULL	0.63459	NULL	0.642071	NULL	NULL
6.2528e-08	0.716048	NULL	NULL	NULL	NULL	0.634098	NULL	0.641773	NULL	0.636801
6.272e-08	NULL	NULL	0.636832	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6.2784e-08	NULL	NULL	NULL	0.624995	NULL	NULL	NULL	NULL	NULL	NULL
6.2912e-08	NULL	0.637616	NULL	NULL	NULL	0.633281	NULL	NULL	NULL	NULL
6.2976e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.630731	NULL	NULL	NULL
6.304e-08	NULL	NULL	0.636793	NULL	0.628544	NULL	NULL	NULL	NULL	NULL
6.3168e-08	0.71569	NULL	NULL	0.624544	NULL	NULL	NULL	NULL	NULL	NULL
6.3232e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.631804	NULL
6.3296e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.641207	NULL	0.6361
6.336e-08	NULL	NULL	0.636496	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6.3488e-08	0.715419	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6.3552e-08	NULL	NULL	NULL	0.623835	NULL	0.631531	NULL	NULL	0.631161	0.635567
6.3616e-08	NULL	NULL	0.635996	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6.3776e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.640638	NULL	NULL
6.3808e-08	NULL	NULL	NULL	NULL	0.626802	NULL	NULL	NULL	NULL	NULL
6.3872e-08	NULL	NULL	NULL	NULL	NULL	0.630228	0.629157	NULL	NULL	NULL
6.3904e-08	NULL	NULL	NULL	0.622967	NULL	NULL	NULL	NULL	NULL	NULL
6.3968e-08	NULL	NULL	0.635082	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6.4e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.640414	NULL	NULL
6.4064e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.634152
6.4096e-08	NULL	NULL	NULL	NULL	0.626686	NULL	0.628862	NULL	NULL	NULL
6.4128e-08	NULL	NULL	0.634918	0.622511	NULL	0.629628	NULL	NULL	NULL	NULL
6.4192e-08	0.71432	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.629184	NULL
6.4256e-08	NULL	NULL	NULL	NULL	0.626942	NULL	0.628995	NULL	NULL	NULL
6.432e-08	NULL	0.635628	NULL	0.622474	NULL	0.629486	NULL	0.640787	NULL	0.634067
6.4384e-08	0.71449	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6.4448e-08	NULL	NULL	0.635117	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6.4512e-08	NULL	NULL	NULL	0.622523	NULL	NULL	NULL	NULL	NULL	NULL
6.4576e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.634056
6.464e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.629716	NULL	NULL	NULL
6.4672e-08	NULL	0.635325	NULL	NULL	NULL	0.629741	NULL	NULL	NULL	NULL
6.4704e-08	NULL	NULL	NULL	NULL	0.627886	NULL	NULL	0.641581	NULL	NULL
6.4768e-08	0.71516	NULL	NULL	NULL	NULL	NULL	0.629943	NULL	NULL	NULL
6.4832e-08	NULL	NULL	0.635461	0.622188	0.627848	0.629784	NULL	0.641602	NULL	NULL
6.4896e-08	NULL	0.634847	NULL	NULL	NULL	NULL	NULL	NULL	0.627936	0.633653
6.5024e-08	0.715141	NULL	NULL	NULL	0.627481	NULL	0.629854	0.641343	NULL	NULL
6.5088e-08	NULL	NULL	0.635098	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6.5152e-08	NULL	0.634064	NULL	NULL	NULL	NULL	NULL	NULL	0.627186	0.633073
6.528e-08	NULL	NULL	NULL	NULL	0.626462	NULL	0.629398	0.640482	NULL	NULL
6.5312e-08	NULL	NULL	NULL	0.621404	NULL	NULL	NULL	NULL	NULL	NULL
6.544e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.632257
6.5472e-08	NULL	0.632819	0.634313	0.621189	0.625754	NULL	NULL	0.639894	0.626022	NULL
6.5504e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.628964	NULL	NULL	NULL
6.5536e-08	NULL	NULL	NULL	NULL	NULL	0.629347	NULL	NULL	NULL	NULL
6.56e-08	0.714862	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6.5632e-08	NULL	NULL	NULL	0.621315	NULL	NULL	NULL	NULL	NULL	NULL
6.5664e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.628982	NULL	0.625758	0.632148
6.5728e-08	NULL	NULL	NULL	NULL	0.625266	0.629733	NULL	NULL	NULL	NULL
6.576e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.63952	NULL	NULL
6.5792e-08	0.715296	0.632256	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6.5888e-08	NULL	NULL	0.634102	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6.592e-08	NULL	NULL	NULL	0.622028	NULL	NULL	0.629295	NULL	0.625715	NULL
6.6048e-08	NULL	0.631942	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6.6112e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.62961	NULL	0.625784	NULL
6.6144e-08	NULL	NULL	NULL	0.622675	0.62477	0.63063	NULL	NULL	NULL	0.632349
6.6176e-08	0.716142	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6.6304e-08	NULL	NULL	0.633987	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6.6432e-08	NULL	NULL	NULL	NULL	0.624491	NULL	NULL	NULL	NULL	NULL
6.6496e-08	NULL	0.631973	NULL	NULL	NULL	NULL	0.630033	NULL	NULL	NULL
6.656e-08	0.71628	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.625708	NULL
6.6688e-08	NULL	0.632035	0.633929	NULL	0.624226	0.631059	0.630308	NULL	NULL	NULL
6.6816e-08	NULL	NULL	NULL	0.623427	NULL	NULL	NULL	NULL	NULL	0.631889
6.7072e-08	0.716353	0.631725	NULL	NULL	NULL	0.630749	0.630385	NULL	0.625386	NULL
6.7328e-08	NULL	NULL	0.633318	0.623177	NULL	NULL	NULL	NULL	NULL	NULL
6.7712e-08	NULL	0.630978	NULL	0.62272	0.622532	0.629766	0.630095	NULL	NULL	0.630675
6.784e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.624536	NULL
6.7968e-08	NULL	NULL	0.632569	0.622067	0.621998	0.629032	NULL	0.637077	0.624251	NULL
6.8096e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.629584	NULL	NULL	0.629814
6.8192e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.623704	NULL
6.8224e-08	NULL	NULL	NULL	NULL	0.621436	0.62799	NULL	0.636492	NULL	NULL
6.8288e-08	NULL	NULL	0.632111	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6.832e-08	NULL	NULL	NULL	0.620761	NULL	NULL	NULL	NULL	NULL	NULL
6.8352e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.629268	NULL	NULL	NULL
6.8384e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.623629	NULL
6.8416e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.628992
6.848e-08	0.716294	NULL	NULL	0.620186	NULL	NULL	NULL	NULL	NULL	NULL
6.8544e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.635916	NULL	NULL
6.8576e-08	NULL	NULL	0.632244	NULL	NULL	NULL	NULL	NULL	NULL	0.628441
6.8608e-08	NULL	NULL	NULL	NULL	0.620967	NULL	NULL	NULL	NULL	NULL
6.8704e-08	NULL	NULL	0.632233	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6.8736e-08	NULL	NULL	NULL	0.619015	NULL	NULL	NULL	0.63552	NULL	NULL
6.8768e-08	0.716058	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6.88e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.623785	NULL
6.8832e-08	NULL	NULL	NULL	NULL	NULL	0.626201	NULL	NULL	NULL	0.62756
6.8928e-08	NULL	NULL	NULL	0.618777	NULL	NULL	NULL	NULL	NULL	NULL
6.896e-08	NULL	NULL	NULL	NULL	0.620308	NULL	NULL	0.635552	NULL	NULL
6.8992e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.628687	NULL	NULL	NULL
6.912e-08	NULL	NULL	NULL	0.618701	NULL	NULL	NULL	0.635668	NULL	NULL
6.9184e-08	NULL	NULL	0.631751	NULL	NULL	NULL	0.628569	NULL	NULL	NULL
6.9248e-08	0.716273	NULL	NULL	NULL	NULL	0.625936	NULL	NULL	NULL	NULL
6.9344e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.624217	NULL
6.9376e-08	NULL	NULL	NULL	0.618071	NULL	NULL	NULL	NULL	NULL	NULL
6.9472e-08	NULL	NULL	0.631083	NULL	0.619216	NULL	NULL	NULL	NULL	NULL
6.9504e-08	0.71588	NULL	NULL	NULL	NULL	NULL	NULL	0.635424	NULL	NULL
6.96e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.623934	NULL
6.9632e-08	NULL	NULL	NULL	NULL	NULL	0.624879	NULL	NULL	NULL	0.625574
6.9664e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.627691	NULL	NULL	NULL
6.9696e-08	NULL	0.627727	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6.9824e-08	0.715204	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.624961
6.9888e-08	NULL	NULL	NULL	0.616571	NULL	NULL	NULL	NULL	0.62369	NULL
6.992e-08	NULL	NULL	NULL	NULL	NULL	0.624088	0.626869	NULL	NULL	NULL
6.9952e-08	NULL	0.627156	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7.0016e-08	0.715169	NULL	0.629448	NULL	0.617616	NULL	NULL	0.634996	NULL	NULL
7.008e-08	NULL	NULL	NULL	0.616722	NULL	NULL	NULL	NULL	0.624017	NULL
7.0112e-08	NULL	NULL	NULL	NULL	NULL	0.623887	NULL	NULL	NULL	NULL
7.0144e-08	NULL	NULL	0.629324	NULL	NULL	NULL	NULL	0.635157	NULL	NULL
7.0176e-08	0.715304	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7.0208e-08	NULL	NULL	NULL	NULL	0.617356	NULL	NULL	NULL	NULL	0.624216
7.024e-08	NULL	0.626818	NULL	NULL	NULL	NULL	NULL	NULL	0.624561	NULL
7.0272e-08	NULL	NULL	NULL	0.617211	NULL	0.623747	NULL	0.635353	NULL	NULL
7.0336e-08	0.715554	NULL	0.629175	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7.0368e-08	NULL	NULL	NULL	NULL	0.617536	NULL	NULL	NULL	NULL	NULL
7.04e-08	NULL	0.626943	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.62417
7.0464e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.625488	NULL	NULL	NULL
7.0592e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.6354	NULL	NULL
7.0624e-08	NULL	0.627333	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
